Feb 2003 1.79674701073909
Mar 2003 1.78339121955754
Apr 2003 1.94304891677428
May 2003 1.65057985576528
Jun 2003 1.62531126159039
Jul 2003 1.63119940421561
Aug 2003 1.71199450075919
Sep 2003 1.84054963339749
Oct 2003 2.07693841146172
Nov 2003 2.10169215061466
Dec 2003 2.39698576841553
Jan 2004 2.58399755243223
Feb 2004 2.70537997254633
Mar 2004 2.77258872223978
Apr 2004 2.82137888640921
May 2004 2.47989410796446
Jun 2004 2.47989410796446
Jul 2004 2.47989410796446
Aug 2004 2.47989410796446
Sep 2004 2.47989410796446
Oct 2004 2.45873377548398
Nov 2004 2.45873377548398
Dec 2004 2.45873377548398
Jan 2005 2.484906649788
Feb 2005 2.30258509299405
Mar 2005 2.20276475771183
Apr 2005 2.30058309032337
May 2005 2.20386912005489
Jun 2005 2.34180580614733
Jul 2005 2.30258509299405
Aug 2005 2.36085400111802
Sep 2005 2.52812576890798
Oct 2005 2.56109578814555
Nov 2005 2.494031557565
Dec 2005 2.51769647261099
Jan 2006 2.57413778351594
Feb 2006 2.61739583283408
Mar 2006 2.71403227277976
Apr 2006 2.80336038090653
May 2006 2.54160199346455
Jun 2006 2.65535241210176
Jul 2006 2.63834278867739
Aug 2006 2.90908446682832
Sep 2006 2.91777073208428
Oct 2006 2.8094026953625
Nov 2006 2.7427736371606
Dec 2006 2.89867056071086
Jan 2007 3.12938865836666
Feb 2007 3.37758751602302
Mar 2007 3.47289769582735
Apr 2007 3.62966009445396
May 2007 3.4626060097908
Jun 2007 3.54385368206368
Jul 2007 3.49650756146648
Aug 2007 3.41608599415591
Sep 2007 3.39752397629585
Oct 2007 3.3603753871419
Nov 2007 3.40949618447685
Dec 2007 3.54472035841433
Jan 2008 3.53950899745967
Feb 2008 3.59731226058845
Mar 2008 3.5550623063796
Apr 2008 3.50855589998265
May 2008 3.46573590279973
Jun 2008 3.33612538491844
Jul 2008 3.23080439573347
Aug 2008 3.14199478053224
Sep 2008 3.06152001409199
Oct 2008 2.68170622576261
Nov 2008 2.74212951475507
Dec 2008 2.55722731136763
Jan 2009 2.15871472257434
Feb 2009 2.42480272571829
Mar 2009 2.29455292129678
Apr 2009 2.54631527791664
May 2009 2.6049094421827
Jun 2009 2.49485698064117
Aug 2009 2.62972823432674
Sep 2009 2.59376105470008
Oct 2009 2.7434173449395
Nov 2009 2.72719901994097
Dec 2009 2.7408400239252
Jan 2010 2.87863650167774
Feb 2010 2.89369954798884
Mar 2010 3.03974915897077
Apr 2010 2.90142159408275
May 2010 2.84781214347737
Jun 2010 2.8130106367387
Jul 2010 2.82137888640921
Aug 2010 2.73436750941958
Sep 2010 2.68033636253469
Oct 2010 2.83321334405622
Nov 2010 2.7408400239252
Dec 2010 2.87694873756402
Jan 2011 2.94496515650034
Feb 2011 2.94706710157271
Mar 2011 2.99423114742772
Apr 2011 2.78562833574758
May 2011 2.79116510781272
Jun 2011 2.7459880404426
Jul 2011 2.66722820658195
Aug 2011 2.52892353520477
Sep 2011 2.55334381134123
Oct 2011 2.68102152871429
Nov 2011 2.64617479738412
Dec 2011 2.65675690671466
Jan 2012 2.63834278867739
Feb 2012 2.64333388638252
Mar 2012 2.60194867021966
Apr 2012 2.77383794164021
May 2012 2.70805020110221
Jun 2012 2.70805020110221
Jul 2012 2.85070650150373
Aug 2012 2.87919845729804
Sep 2012 2.95230271562665
Oct 2012 2.98568193770049
Nov 2012 2.96269241947579
Dec 2012 3.13549421592915
Jan 2013 3.20152618653309
Feb 2013 3.20274644293832
Mar 2013 3.26193531432865
Apr 2013 3.25037449192757
May 2013 3.3499040872746
Jun 2013 3.1904763503465
Jul 2013 3.23080439573347
Aug 2013 3.1998968582704
Sep 2013 3.22286784613774
Oct 2013 3.23080439573347
Nov 2013 3.30688670219091
Dec 2013 3.29657733253205
Jan 2014 3.31418600467253
Feb 2014 3.23474917402449
Mar 2014 3.23867845216438
Apr 2014 3.26690379387878
May 2014 3.39852715310628
Jun 2014 3.365570204019
Jul 2014 3.39785848039664
Aug 2014 3.39785848039664
Sep 2014 3.39282913199164
Oct 2014 3.2188758248682
Nov 2014 3.2188758248682
Dec 2014 3.2260500286162
Jan 2015 2.99723114967773
Feb 2015 3.15700042115011
Mar 2015 3.26766598903763
Apr 2015 3.35863776724336
May 2015 3.37073817417745
Jun 2015 3.29620716780452
Jul 2015 3.13505933877509
Aug 2015 3.13200989184654
Sep 2015 3.17805383034795
Oct 2015 3.1393996233664
Nov 2015 2.99573227355399
Dec 2015 2.90032208874933
Jan 2016 2.82078347108945
Feb 2016 2.77258872223978
Mar 2016 2.66025953726586
Apr 2016 2.81959157583512
May 2016 2.97195174488859
Jun 2016 3.14673514709052
Jul 2016 3.18013499655177
Aug 2016 3.27714473299218
Sep 2016 3.17805383034795
Oct 2016 3.15700042115011
Nov 2016 3.12015985192904
Dec 2016 3.20680324363393
Jan 2017 3.16547504814109
Feb 2017 3.20680324363393
Mar 2017 3.21486780347066
